2019-06-09T11:24:27.045Z ,3192000 ,milki,white cheese,potato,ketchup,tester choise,banana 1kg,kotej,butter,tester choise
2019-07-07T03:40:14.207Z ,24036000 ,potato,white bread,butter,butter,Coca Cola Zero,white bread,kotej,tester choise,onion 1kg
2019-07-26T22:20:03.563Z ,17060000 ,Coca Cola Zero,milki,kotej,tester choise,eggs XL,butter,pasta,sugar,sweet corn
2019-06-01T12:21:44.271Z ,22852000 ,white bread,sugar,white bread,pasta,butter,pasta,kotej,ketchup,banana 1kg
2019-06-15T05:27:56.751Z ,6264000 ,ketchup,Water 6pc,potato,kotej,butter,tester choise,tester choise,tester choise,pasta
2019-07-15T09:06:05.359Z ,32588000 ,kotej,ketchup,butter,chiken 1kg,milki,onion 1kg,potato,Water 6pc,milk 1%
2019-07-13T05:45:43.158Z ,22632000 ,chiken 1kg,onion 1kg,Coca Cola Zero,ketchup,milk 3%,chiken 1kg,chiken 1kg,banana 1kg,eggs XL
2019-06-01T09:49:06.843Z ,14840000 ,brown bread,eggs M,ketchup,onion 1kg,pasta,pasta,ketchup,white bread,sweet corn
2019-07-08T15:44:17.179Z ,5380000 ,sweet corn,milki,tuna,salmon 1kg,milk 3%,chiken 1kg,tuna,humus,pasta
2019-07-22T21:09:39.470Z ,25580000 ,eggs M,Water 6pc,milk 1%,tuna,eggs M,Water 6pc,chiken 1kg,potato,banana 1kg
2019-06-13T23:19:29.625Z ,632000 ,ketchup,Coca Cola Zero,butter,eggs XL,eggs L,brown bread,pasta,pasta,eggs XL
2019-07-09T20:36:43.624Z ,38212000 ,sweet corn,sugar,salmon 1kg,chiken 1kg,humus,humus,sugar,ketchup,tuna
2019-08-04T09:46:22.925Z ,4928000 ,salmon 1kg,potato,white bread,brown bread,kotej,milk 3%,eggs XL,milk 3%,pasta
2019-06-28T23:06:10.566Z ,23188000 ,butter,Coca Cola Zero,eggs L,tuna,white cheese,Coca Cola Zero,kotej,kotej,white cheese
2019-06-07T00:30:13.789Z ,39280000 ,Water 6pc,sweet corn,eggs XL,Coca Cola Zero,onion 1kg,milk 1%,humus,eggs XL,banana 1kg
2019-07-05T14:36:59.466Z ,23792000 ,milk 1%,eggs L,sweet corn,brown bread,banana 1kg,ketchup,banana 1kg,brown bread,potato
2019-08-16T21:33:57.841Z ,5632000 ,milki,humus,eggs L,salmon 1kg,eggs XL,sugar,eggs XL,tuna,Coca Cola Zero
2019-07-29T13:50:35.488Z ,35256000 ,potato,tester choise,sweet corn,tester choise,banana 1kg,eggs M,sugar,white bread,brown bread
2019-06-23T00:36:17.248Z ,13752000 ,banana 1kg,brown bread,ketchup,white cheese,chiken 1kg,milk 3%,eggs XL,potato,eggs XL
2019-07-01T05:35:15.172Z ,17028000 ,tester choise,eggs XL,salmon 1kg,sweet corn,sugar,humus,white bread,milki,butter
2019-07-24T18:20:22.057Z ,21528000 ,tester choise,white bread,eggs M,kotej,sugar,milki,eggs L,milk 3%,eggs M
2019-06-11T07:00:44.487Z ,200000 ,tester choise,chiken 1kg,brown bread,humus,tuna,pasta,milk 1%,tester choise,ketchup
2019-06-24T02:18:19.243Z ,27572000 ,potato,tuna,salmon 1kg,salmon 1kg,ketchup,sugar,Coca Cola Zero,pasta,eggs M
2019-06-07T09:47:21.965Z ,19164000 ,kotej,eggs M,milki,salmon 1kg,eggs M,brown bread,potato,milk 3%,potato
2019-06-11T04:21:47.691Z ,21456000 ,kotej,eggs XL,potato,milk 3%,salmon 1kg,milk 3%,salmon 1kg,eggs L,eggs L
2019-07-10T02:14:03.434Z ,3532000 ,banana 1kg,milk 3%,kotej,banana 1kg,Water 6pc,milk 1%,ketchup,white bread,milki
2019-08-10T01:04:53.527Z ,13652000 ,white cheese,tuna,milki,humus,eggs XL,tester choise,ketchup,butter,humus
2019-08-15T23:26:44.573Z ,25300000 ,white cheese,chiken 1kg,eggs M,eggs XL,brown bread,tuna,butter,onion 1kg,humus
2019-06-15T13:38:52.794Z ,5228000 ,Coca Cola Zero,humus,eggs M,sugar,brown bread,brown bread,eggs XL,butter,Coca Cola Zero
2019-08-06T19:03:01.298Z ,34944000 ,chiken 1kg,potato,milk 1%,ketchup,milki,white cheese,milki,milki,sweet corn
2019-06-05T01:11:26.228Z ,30880000 ,Water 6pc,white bread,banana 1kg,chiken 1kg,milki,sugar,humus,tuna,brown bread
2019-06-10T12:06:57.390Z ,35768000 ,ketchup,potato,humus,eggs XL,tester choise,pasta,sweet corn,kotej,brown bread
2019-06-26T14:51:37.733Z ,34184000 ,white bread,sweet corn,pasta,onion 1kg,potato,onion 1kg,white cheese,milk 1%,Coca Cola Zero
2019-06-22T08:48:00.939Z ,32200000 ,Coca Cola Zero,tester choise,potato,pasta,sugar,kotej,milk 3%,tester choise,eggs XL
2019-07-29T05:43:25.854Z ,19968000 ,tester choise,potato,tester choise,milki,sugar,salmon 1kg,sweet corn,sugar,Coca Cola Zero
2019-07-05T08:45:58.525Z ,14020000 ,eggs M,white bread,milk 3%,Coca Cola Zero,sweet corn,Water 6pc,tester choise,white cheese,eggs L
2019-08-01T16:51:25.188Z ,38412000 ,Coca Cola Zero,humus,banana 1kg,onion 1kg,Coca Cola Zero,milki,sweet corn,eggs XL,milk 1%
2019-07-18T13:54:04.314Z ,3976000 ,ketchup,salmon 1kg,kotej,onion 1kg,butter,butter,eggs XL,sweet corn,butter
2019-07-24T14:38:07.433Z ,9368000 ,milki,kotej,Coca Cola Zero,humus,potato,kotej,potato,eggs XL,kotej
2019-07-15T19:17:01.047Z ,31180000 ,white cheese,sugar,milk 3%,eggs M,kotej,kotej,eggs M,eggs M,tuna
2019-07-16T03:45:09.246Z ,38232000 ,ketchup,milki,humus,tester choise,eggs XL,potato,milk 1%,Water 6pc,salmon 1kg
2019-06-26T00:59:38.295Z ,20932000 ,tester choise,chiken 1kg,ketchup,milki,eggs XL,banana 1kg,eggs M,chiken 1kg,chiken 1kg
2019-06-26T14:14:39.528Z ,20124000 ,sugar,eggs XL,butter,brown bread,onion 1kg,eggs XL,eggs L,butter,sugar
2019-07-22T04:32:15.263Z ,1096000 ,eggs M,potato,Water 6pc,white bread,milk 3%,Water 6pc,salmon 1kg,white cheese,milk 3%
2019-07-30T15:29:54.091Z ,248000 ,Coca Cola Zero,eggs M,milk 3%,chiken 1kg,white bread,sweet corn,butter,tester choise,onion 1kg
2019-07-17T10:12:00.337Z ,26396000 ,tuna,onion 1kg,eggs M,tester choise,eggs M,Water 6pc,humus,chiken 1kg,eggs L
2019-08-15T21:11:37.810Z ,18572000 ,milki,onion 1kg,sweet corn,white bread,sweet corn,onion 1kg,milki,kotej,eggs M
2019-06-04T05:54:57.621Z ,12672000 ,chiken 1kg,Water 6pc,butter,salmon 1kg,butter,onion 1kg,milk 1%,banana 1kg,ketchup
2019-08-09T03:51:20.533Z ,6312000 ,Coca Cola Zero,pasta,eggs M,ketchup,salmon 1kg,white cheese,brown bread,brown bread,humus
2019-06-08T11:29:43.162Z ,21836000 ,salmon 1kg,white bread,tuna,milki,eggs M,sweet corn,eggs M,onion 1kg,Coca Cola Zero
2019-08-15T03:35:55.087Z ,35180000 ,ketchup,Coca Cola Zero,kotej,Water 6pc,eggs M,salmon 1kg,eggs L,white cheese,white bread
2019-07-23T13:29:25.778Z ,19460000 ,white bread,white bread,milki,white cheese,milki,white bread,sugar,milk 1%,ketchup
2019-06-21T04:32:48.931Z ,34304000 ,tester choise,white bread,chiken 1kg,butter,milk 1%,kotej,brown bread,onion 1kg,sweet corn
2019-08-09T14:16:11.397Z ,17748000 ,milki,potato,milk 3%,humus,sweet corn,onion 1kg,white cheese,eggs L,banana 1kg
2019-06-22T03:56:36.682Z ,4808000 ,kotej,white bread,milk 1%,sweet corn,sugar,tester choise,sweet corn,white bread,brown bread
2019-08-09T11:38:44.568Z ,38716000 ,salmon 1kg,onion 1kg,humus,salmon 1kg,onion 1kg,onion 1kg,sweet corn,ketchup,white cheese
2019-06-01T01:12:12.523Z ,16752000 ,tuna,butter,onion 1kg,Coca Cola Zero,banana 1kg,onion 1kg,chiken 1kg,Coca Cola Zero,sweet corn
2019-07-04T22:20:22.920Z ,21308000 ,ketchup,milk 3%,milk 3%,banana 1kg,kotej,humus,eggs L,banana 1kg,potato
2019-07-18T06:50:35.506Z ,29948000 ,pasta,milk 3%,milki,sweet corn,onion 1kg,butter,butter,humus,Water 6pc
2019-06-26T17:35:56.026Z ,10764000 ,Coca Cola Zero,sweet corn,banana 1kg,sweet corn,tester choise,brown bread,Coca Cola Zero,sweet corn,sweet corn
2019-07-21T18:01:37.723Z ,37288000 ,pasta,Coca Cola Zero,Water 6pc,onion 1kg,sweet corn,pasta,tuna,Coca Cola Zero,potato
2019-08-11T03:27:48.435Z ,35908000 ,potato,potato,tuna,chiken 1kg,Water 6pc,pasta,Water 6pc,eggs XL,milki
2019-06-01T16:07:00.102Z ,18196000 ,banana 1kg,milk 3%,butter,sweet corn,salmon 1kg,tuna,Coca Cola Zero,onion 1kg,butter
2019-06-02T20:38:51.182Z ,12712000 ,eggs M,white cheese,tuna,humus,ketchup,brown bread,white bread,sweet corn,milki
2019-07-21T09:26:15.580Z ,9692000 ,kotej,onion 1kg,salmon 1kg,salmon 1kg,banana 1kg,pasta,white bread,kotej,milk 3%
2019-07-04T13:06:06.679Z ,19304000 ,eggs L,ketchup,ketchup,brown bread,milk 3%,pasta,kotej,ketchup,ketchup
2019-07-30T10:47:19.243Z ,26488000 ,chiken 1kg,milk 3%,eggs XL,ketchup,potato,ketchup,brown bread,eggs XL,butter
2019-08-04T18:51:28.229Z ,24096000 ,Water 6pc,onion 1kg,white bread,brown bread,Water 6pc,butter,chiken 1kg,Coca Cola Zero,eggs XL
2019-06-09T15:07:25.480Z ,38244000 ,white cheese,eggs XL,Coca Cola Zero,potato,milk 3%,kotej,potato,butter,banana 1kg
2019-07-21T06:03:23.631Z ,39084000 ,pasta,banana 1kg,butter,milk 3%,tester choise,pasta,eggs XL,eggs L,eggs M
2019-07-05T12:56:19.162Z ,7804000 ,chiken 1kg,eggs L,chiken 1kg,milk 1%,sugar,onion 1kg,white bread,Coca Cola Zero,tester choise
2019-08-11T18:11:45.374Z ,15736000 ,tuna,eggs M,chiken 1kg,pasta,eggs XL,butter,Coca Cola Zero,Coca Cola Zero,kotej
2019-07-31T21:49:56.554Z ,5012000 ,milki,brown bread,chiken 1kg,banana 1kg,tester choise,pasta,salmon 1kg,banana 1kg,tester choise
2019-06-16T13:44:37.598Z ,16976000 ,Water 6pc,brown bread,kotej,tester choise,onion 1kg,eggs L,tester choise,sugar,tester choise
2019-06-01T01:49:52.623Z ,24940000 ,tester choise,ketchup,white cheese,butter,tuna,tuna,butter,kotej,pasta
2019-06-01T14:05:04.724Z ,30772000 ,eggs M,humus,potato,potato,humus,onion 1kg,humus,white cheese,eggs XL
2019-07-12T23:07:13.561Z ,29596000 ,white bread,banana 1kg,milk 3%,white cheese,Water 6pc,Coca Cola Zero,humus,pasta,milk 1%
2019-08-18T00:30:25.698Z ,9872000 ,eggs M,brown bread,chiken 1kg,milki,tester choise,butter,white bread,onion 1kg,ketchup
2019-07-28T12:36:25.445Z ,31920000 ,ketchup,brown bread,eggs L,chiken 1kg,kotej,ketchup,sweet corn,butter,white bread
2019-06-01T13:28:07.172Z ,20800000 ,tuna,tester choise,white bread,milk 1%,humus,tester choise,milk 3%,white bread,ketchup
2019-06-20T10:52:34.095Z ,4612000 ,white cheese,white cheese,eggs M,banana 1kg,milk 3%,white bread,banana 1kg,pasta,milki
2019-06-08T05:25:20.522Z ,17984000 ,brown bread,Coca Cola Zero,eggs XL,eggs XL,tester choise,sweet corn,potato,pasta,eggs XL
2019-07-10T09:36:43.275Z ,3312000 ,ketchup,butter,milk 1%,potato,onion 1kg,white bread,onion 1kg,eggs L,tuna
2019-06-22T07:04:35.214Z ,39080000 ,milk 1%,Water 6pc,butter,banana 1kg,potato,sugar,milk 1%,Coca Cola Zero,Water 6pc
2019-07-07T23:54:06.773Z ,19304000 ,humus,milk 3%,ketchup,eggs XL,milk 1%,sweet corn,ketchup,kotej,milki
2019-07-08T03:08:04.350Z ,27808000 ,ketchup,chiken 1kg,potato,potato,milk 1%,eggs M,banana 1kg,humus,humus
2019-08-07T10:01:07.957Z ,180000 ,sugar,milk 3%,milk 1%,sweet corn,chiken 1kg,kotej,Coca Cola Zero,salmon 1kg,banana 1kg
2019-07-02T06:24:37.512Z ,15376000 ,white bread,onion 1kg,eggs L,eggs XL,sweet corn,tuna,eggs XL,tuna,Coca Cola Zero
2019-06-05T00:39:06.969Z ,1384000 ,eggs M,milk 1%,ketchup,milk 3%,banana 1kg,humus,tuna,milk 1%,milk 1%
2019-06-03T07:05:27.179Z ,27672000 ,white cheese,onion 1kg,tester choise,eggs M,pasta,potato,butter,ketchup,Coca Cola Zero
2019-07-07T03:40:14.207Z ,24036000 ,potato,white bread,butter,butter,Coca Cola Zero,white bread,kotej,tester choise,onion 1kg
2019-06-05T21:57:59.574Z ,34204000 ,brown bread,onion 1kg,eggs L,salmon 1kg,eggs M,sweet corn,onion 1kg,potato,white bread
2019-06-12T22:10:26.956Z ,33348000 ,tuna,Water 6pc,tester choise,potato,kotej,sweet corn,pasta,white cheese,milk 3%
2019-07-30T07:50:12.994Z ,17520000 ,eggs L,milki,eggs M,milk 3%,tuna,potato,eggs M,kotej,milki
2019-06-08T02:51:12.841Z ,26392000 ,eggs M,Water 6pc,pasta,kotej,eggs L,milk 1%,onion 1kg,Water 6pc,Coca Cola Zero
2019-07-30T21:19:50.454Z ,3132000 ,humus,white bread,onion 1kg,eggs XL,banana 1kg,onion 1kg,white bread,tuna,eggs L
2019-06-12T22:10:26.956Z ,33348000 ,tuna,Water 6pc,tester choise,potato,kotej,sweet corn,pasta,white cheese,milk 3%
2019-07-30T07:50:12.994Z ,17520000 ,eggs L,milki,eggs M,milk 3%,tuna,potato,eggs M,kotej,milki
2019-06-08T02:51:12.841Z ,26392000 ,eggs M,Water 6pc,pasta,kotej,eggs L,milk 1%,onion 1kg,Water 6pc,Coca Cola Zero
2019-07-28T06:49:17.339Z ,4132000 ,sugar,tuna,butter,brown bread,milk 3%,salmon 1kg,eggs M,Coca Cola Zero,milki
2019-06-16T14:51:01.593Z ,33888000 ,eggs M,sugar,eggs XL,chiken 1kg,pasta,salmon 1kg,potato,white bread,eggs XL
2019-06-08T13:37:50.216Z ,28980000 ,salmon 1kg,sweet corn,eggs XL,humus,brown bread,tuna,salmon 1kg,salmon 1kg,kotej
2019-07-28T23:21:56.287Z ,22876000 ,chiken 1kg,brown bread,brown bread,eggs XL,humus,onion 1kg,eggs L,white bread,tester choise
2019-08-11T22:12:56.925Z ,22760000 ,onion 1kg,white cheese,chiken 1kg,milk 3%,milk 1%,tester choise,milk 3%,chiken 1kg,white bread
2019-06-05T21:57:59.574Z ,34204000 ,brown bread,onion 1kg,eggs L,salmon 1kg,eggs M,sweet corn,onion 1kg,potato,white bread
2019-06-09T11:24:27.045Z ,3192000 ,milki,white cheese,potato,ketchup,tester choise,banana 1kg,kotej,butter,tester choise
2019-07-07T03:40:14.207Z ,24036000 ,potato,white bread,butter,butter,Coca Cola Zero,white bread,kotej,tester choise,onion 1kg
2019-07-26T22:20:03.563Z ,17060000 ,Coca Cola Zero,milki,kotej,tester choise,eggs XL,butter,pasta,sugar,sweet corn
2019-06-01T12:21:44.271Z ,22852000 ,white bread,sugar,white bread,pasta,butter,pasta,kotej,ketchup,banana 1kg
2019-06-15T05:27:56.751Z ,6264000 ,ketchup,Water 6pc,potato,kotej,butter,tester choise,tester choise,tester choise,pasta
2019-07-15T09:06:05.359Z ,32588000 ,kotej,ketchup,butter,chiken 1kg,milki,onion 1kg,potato,Water 6pc,milk 1%
2019-07-13T05:45:43.158Z ,22632000 ,chiken 1kg,onion 1kg,Coca Cola Zero,ketchup,milk 3%,chiken 1kg,chiken 1kg,banana 1kg,eggs XL
2019-06-01T09:49:06.843Z ,14840000 ,brown bread,eggs M,ketchup,onion 1kg,pasta,pasta,ketchup,white bread,sweet corn
2019-07-08T15:44:17.179Z ,5380000 ,sweet corn,milki,tuna,salmon 1kg,milk 3%,chiken 1kg,tuna,humus,pasta
2019-07-22T21:09:39.470Z ,25580000 ,eggs M,Water 6pc,milk 1%,tuna,eggs M,Water 6pc,chiken 1kg,potato,banana 1kg
2019-06-13T23:19:29.625Z ,632000 ,ketchup,Coca Cola Zero,butter,eggs XL,eggs L,brown bread,pasta,pasta,eggs XL
2019-07-09T20:36:43.624Z ,38212000 ,sweet corn,sugar,salmon 1kg,chiken 1kg,humus,humus,sugar,ketchup,tuna
2019-08-04T09:46:22.925Z ,4928000 ,salmon 1kg,potato,white bread,brown bread,kotej,milk 3%,eggs XL,milk 3%,pasta
2019-06-28T23:06:10.566Z ,23188000 ,butter,Coca Cola Zero,eggs L,tuna,white cheese,Coca Cola Zero,kotej,kotej,white cheese
2019-06-07T00:30:13.789Z ,39280000 ,Water 6pc,sweet corn,eggs XL,Coca Cola Zero,onion 1kg,milk 1%,humus,eggs XL,banana 1kg
2019-07-05T14:36:59.466Z ,23792000 ,milk 1%,eggs L,sweet corn,brown bread,banana 1kg,ketchup,banana 1kg,brown bread,potato
2019-08-16T21:33:57.841Z ,5632000 ,milki,humus,eggs L,salmon 1kg,eggs XL,sugar,eggs XL,tuna,Coca Cola Zero
2019-07-29T13:50:35.488Z ,35256000 ,potato,tester choise,sweet corn,tester choise,banana 1kg,eggs M,sugar,white bread,brown bread
2019-06-23T00:36:17.248Z ,13752000 ,banana 1kg,brown bread,ketchup,white cheese,chiken 1kg,milk 3%,eggs XL,potato,eggs XL
2019-07-01T05:35:15.172Z ,17028000 ,tester choise,eggs XL,salmon 1kg,sweet corn,sugar,humus,white bread,milki,butter
2019-07-24T18:20:22.057Z ,21528000 ,tester choise,white bread,eggs M,kotej,sugar,milki,eggs L,milk 3%,eggs M
2019-06-11T07:00:44.487Z ,200000 ,tester choise,chiken 1kg,brown bread,humus,tuna,pasta,milk 1%,tester choise,ketchup
2019-06-24T02:18:19.243Z ,27572000 ,potato,tuna,salmon 1kg,salmon 1kg,ketchup,sugar,Coca Cola Zero,pasta,eggs M
2019-06-07T09:47:21.965Z ,19164000 ,kotej,eggs M,milki,salmon 1kg,eggs M,brown bread,potato,milk 3%,potato
2019-06-11T04:21:47.691Z ,21456000 ,kotej,eggs XL,potato,milk 3%,salmon 1kg,milk 3%,salmon 1kg,eggs L,eggs L
2019-07-10T02:14:03.434Z ,3532000 ,banana 1kg,milk 3%,kotej,banana 1kg,Water 6pc,milk 1%,ketchup,white bread,milki
2019-08-10T01:04:53.527Z ,13652000 ,white cheese,tuna,milki,humus,eggs XL,tester choise,ketchup,butter,humus
2019-08-15T23:26:44.573Z ,25300000 ,white cheese,chiken 1kg,eggs M,eggs XL,brown bread,tuna,butter,onion 1kg,humus
2019-06-15T13:38:52.794Z ,5228000 ,Coca Cola Zero,humus,eggs M,sugar,brown bread,brown bread,eggs XL,butter,Coca Cola Zero
2019-08-06T19:03:01.298Z ,34944000 ,chiken 1kg,potato,milk 1%,ketchup,milki,white cheese,milki,milki,sweet corn
2019-06-05T01:11:26.228Z ,30880000 ,Water 6pc,white bread,banana 1kg,chiken 1kg,milki,sugar,humus,tuna,brown bread
2019-06-10T12:06:57.390Z ,35768000 ,ketchup,potato,humus,eggs XL,tester choise,pasta,sweet corn,kotej,brown bread
2019-06-26T14:51:37.733Z ,34184000 ,white bread,sweet corn,pasta,onion 1kg,potato,onion 1kg,white cheese,milk 1%,Coca Cola Zero
2019-06-22T08:48:00.939Z ,32200000 ,Coca Cola Zero,tester choise,potato,pasta,sugar,kotej,milk 3%,tester choise,eggs XL
2019-07-29T05:43:25.854Z ,19968000 ,tester choise,potato,tester choise,milki,sugar,salmon 1kg,sweet corn,sugar,Coca Cola Zero
2019-07-05T08:45:58.525Z ,14020000 ,eggs M,white bread,milk 3%,Coca Cola Zero,sweet corn,Water 6pc,tester choise,white cheese,eggs L
2019-08-01T16:51:25.188Z ,38412000 ,Coca Cola Zero,humus,banana 1kg,onion 1kg,Coca Cola Zero,milki,sweet corn,eggs XL,milk 1%
2019-07-18T13:54:04.314Z ,3976000 ,ketchup,salmon 1kg,kotej,onion 1kg,butter,butter,eggs XL,sweet corn,butter
2019-07-24T14:38:07.433Z ,9368000 ,milki,kotej,Coca Cola Zero,humus,potato,kotej,potato,eggs XL,kotej
2019-07-15T19:17:01.047Z ,31180000 ,white cheese,sugar,milk 3%,eggs M,kotej,kotej,eggs M,eggs M,tuna
2019-07-16T03:45:09.246Z ,38232000 ,ketchup,milki,humus,tester choise,eggs XL,potato,milk 1%,Water 6pc,salmon 1kg
2019-06-26T00:59:38.295Z ,20932000 ,tester choise,chiken 1kg,ketchup,milki,eggs XL,banana 1kg,eggs M,chiken 1kg,chiken 1kg
2019-06-26T14:14:39.528Z ,20124000 ,sugar,eggs XL,butter,brown bread,onion 1kg,eggs XL,eggs L,butter,sugar
2019-07-22T04:32:15.263Z ,1096000 ,eggs M,potato,Water 6pc,white bread,milk 3%,Water 6pc,salmon 1kg,white cheese,milk 3%
2019-07-30T15:29:54.091Z ,248000 ,Coca Cola Zero,eggs M,milk 3%,chiken 1kg,white bread,sweet corn,butter,tester choise,onion 1kg
2019-07-17T10:12:00.337Z ,26396000 ,tuna,onion 1kg,eggs M,tester choise,eggs M,Water 6pc,humus,chiken 1kg,eggs L
2019-08-15T21:11:37.810Z ,18572000 ,milki,onion 1kg,sweet corn,white bread,sweet corn,onion 1kg,milki,kotej,eggs M
2019-06-04T05:54:57.621Z ,12672000 ,chiken 1kg,Water 6pc,butter,salmon 1kg,butter,onion 1kg,milk 1%,banana 1kg,ketchup
2019-08-09T03:51:20.533Z ,6312000 ,Coca Cola Zero,pasta,eggs M,ketchup,salmon 1kg,white cheese,brown bread,brown bread,humus
2019-06-08T11:29:43.162Z ,21836000 ,salmon 1kg,white bread,tuna,milki,eggs M,sweet corn,eggs M,onion 1kg,Coca Cola Zero
2019-08-15T03:35:55.087Z ,35180000 ,ketchup,Coca Cola Zero,kotej,Water 6pc,eggs M,salmon 1kg,eggs L,white cheese,white bread
2019-07-23T13:29:25.778Z ,19460000 ,white bread,white bread,milki,white cheese,milki,white bread,sugar,milk 1%,ketchup
2019-06-21T04:32:48.931Z ,34304000 ,tester choise,white bread,chiken 1kg,butter,milk 1%,kotej,brown bread,onion 1kg,sweet corn
2019-08-09T14:16:11.397Z ,17748000 ,milki,potato,milk 3%,humus,sweet corn,onion 1kg,white cheese,eggs L,banana 1kg
2019-06-22T03:56:36.682Z ,4808000 ,kotej,white bread,milk 1%,sweet corn,sugar,tester choise,sweet corn,white bread,brown bread
2019-08-09T11:38:44.568Z ,38716000 ,salmon 1kg,onion 1kg,humus,salmon 1kg,onion 1kg,onion 1kg,sweet corn,ketchup,white cheese
2019-06-01T01:12:12.523Z ,16752000 ,tuna,butter,onion 1kg,Coca Cola Zero,banana 1kg,onion 1kg,chiken 1kg,Coca Cola Zero,sweet corn
2019-07-04T22:20:22.920Z ,21308000 ,ketchup,milk 3%,milk 3%,banana 1kg,kotej,humus,eggs L,banana 1kg,potato
2019-07-18T06:50:35.506Z ,29948000 ,pasta,milk 3%,milki,sweet corn,onion 1kg,butter,butter,humus,Water 6pc
2019-06-26T17:35:56.026Z ,10764000 ,Coca Cola Zero,sweet corn,banana 1kg,sweet corn,tester choise,brown bread,Coca Cola Zero,sweet corn,sweet corn
2019-07-21T18:01:37.723Z ,37288000 ,pasta,Coca Cola Zero,Water 6pc,onion 1kg,sweet corn,pasta,tuna,Coca Cola Zero,potato
2019-08-11T03:27:48.435Z ,35908000 ,potato,potato,tuna,chiken 1kg,Water 6pc,pasta,Water 6pc,eggs XL,milki
2019-06-01T16:07:00.102Z ,18196000 ,banana 1kg,milk 3%,butter,sweet corn,salmon 1kg,tuna,Coca Cola Zero,onion 1kg,butter
2019-06-02T20:38:51.182Z ,12712000 ,eggs M,white cheese,tuna,humus,ketchup,brown bread,white bread,sweet corn,milki
2019-07-21T09:26:15.580Z ,9692000 ,kotej,onion 1kg,salmon 1kg,salmon 1kg,banana 1kg,pasta,white bread,kotej,milk 3%
2019-07-04T13:06:06.679Z ,19304000 ,eggs L,ketchup,ketchup,brown bread,milk 3%,pasta,kotej,ketchup,ketchup
2019-07-30T10:47:19.243Z ,26488000 ,chiken 1kg,milk 3%,eggs XL,ketchup,potato,ketchup,brown bread,eggs XL,butter
2019-08-04T18:51:28.229Z ,24096000 ,Water 6pc,onion 1kg,white bread,brown bread,Water 6pc,butter,chiken 1kg,Coca Cola Zero,eggs XL
2019-06-09T15:07:25.480Z ,38244000 ,white cheese,eggs XL,Coca Cola Zero,potato,milk 3%,kotej,potato,butter,banana 1kg
2019-07-21T06:03:23.631Z ,39084000 ,pasta,banana 1kg,butter,milk 3%,tester choise,pasta,eggs XL,eggs L,eggs M
2019-07-05T12:56:19.162Z ,7804000 ,chiken 1kg,eggs L,chiken 1kg,milk 1%,sugar,onion 1kg,white bread,Coca Cola Zero,tester choise
2019-08-11T18:11:45.374Z ,15736000 ,tuna,eggs M,chiken 1kg,pasta,eggs XL,butter,Coca Cola Zero,Coca Cola Zero,kotej
2019-07-31T21:49:56.554Z ,5012000 ,milki,brown bread,chiken 1kg,banana 1kg,tester choise,pasta,salmon 1kg,banana 1kg,tester choise
2019-06-16T13:44:37.598Z ,16976000 ,Water 6pc,brown bread,kotej,tester choise,onion 1kg,eggs L,tester choise,sugar,tester choise
2019-06-01T01:49:52.623Z ,24940000 ,tester choise,ketchup,white cheese,butter,tuna,tuna,butter,kotej,pasta
2019-06-01T14:05:04.724Z ,30772000 ,eggs M,humus,potato,potato,humus,onion 1kg,humus,white cheese,eggs XL
2019-07-12T23:07:13.561Z ,29596000 ,white bread,banana 1kg,milk 3%,white cheese,Water 6pc,Coca Cola Zero,humus,pasta,milk 1%
2019-08-18T00:30:25.698Z ,9872000 ,eggs M,brown bread,chiken 1kg,milki,tester choise,butter,white bread,onion 1kg,ketchup
2019-07-28T12:36:25.445Z ,31920000 ,ketchup,brown bread,eggs L,chiken 1kg,kotej,ketchup,sweet corn,butter,white bread
2019-06-01T13:28:07.172Z ,20800000 ,tuna,tester choise,white bread,milk 1%,humus,tester choise,milk 3%,white bread,ketchup
2019-06-20T10:52:34.095Z ,4612000 ,white cheese,white cheese,eggs M,banana 1kg,milk 3%,white bread,banana 1kg,pasta,milki
2019-06-08T05:25:20.522Z ,17984000 ,brown bread,Coca Cola Zero,eggs XL,eggs XL,tester choise,sweet corn,potato,pasta,eggs XL
2019-07-10T09:36:43.275Z ,3312000 ,ketchup,butter,milk 1%,potato,onion 1kg,white bread,onion 1kg,eggs L,tuna
2019-06-22T07:04:35.214Z ,39080000 ,milk 1%,Water 6pc,butter,banana 1kg,potato,sugar,milk 1%,Coca Cola Zero,Water 6pc
2019-07-07T23:54:06.773Z ,19304000 ,humus,milk 3%,ketchup,eggs XL,milk 1%,sweet corn,ketchup,kotej,milki
2019-07-08T03:08:04.350Z ,27808000 ,ketchup,chiken 1kg,potato,potato,milk 1%,eggs M,banana 1kg,humus,humus
2019-08-07T10:01:07.957Z ,180000 ,sugar,milk 3%,milk 1%,sweet corn,chiken 1kg,kotej,Coca Cola Zero,salmon 1kg,banana 1kg
2019-07-02T06:24:37.512Z ,15376000 ,white bread,onion 1kg,eggs L,eggs XL,sweet corn,tuna,eggs XL,tuna,Coca Cola Zero
2019-06-05T00:39:06.969Z ,1384000 ,eggs M,milk 1%,ketchup,milk 3%,banana 1kg,humus,tuna,milk 1%,milk 1%
2019-06-03T07:05:27.179Z ,27672000 ,white cheese,onion 1kg,tester choise,eggs M,pasta,potato,butter,ketchup,Coca Cola Zero
